measure,interval_start,interval_end,ratio,numerator,denominator,prior_opioid_rx,age_group,imd_decile
count_pre_prior,2000-04-01,2000-04-07,0,0,27,T,,
count_pre_prior,2000-04-01,2000-04-07,0,0,62,F,,
count_pre_age,2000-04-01,2000-04-07,0,0,11,,40-49,
count_pre_age,2000-04-01,2000-04-07,0,0,29,,18-39,
count_pre_age,2000-04-01,2000-04-07,0,0,17,,80+,
count_pre_age,2000-04-01,2000-04-07,0,0,5,,70-79,
count_pre_age,2000-04-01,2000-04-07,0,0,10,,60-69,
count_pre_age,2000-04-01,2000-04-07,0,0,17,,50-59,
count_pre_imd,2000-04-01,2000-04-07,0,0,56,,,Unknown
count_pre_imd,2000-04-01,2000-04-07,0,0,4,,,5
count_pre_imd,2000-04-01,2000-04-07,0,0,5,,,2
count_pre_imd,2000-04-01,2000-04-07,0,0,3,,,1 (most deprived)
count_pre_imd,2000-04-01,2000-04-07,0,0,4,,,9
count_pre_imd,2000-04-01,2000-04-07,0,0,3,,,3
count_pre_imd,2000-04-01,2000-04-07,0,0,2,,,10 (least deprived)
count_pre_imd,2000-04-01,2000-04-07,0,0,6,,,4
count_pre_imd,2000-04-01,2000-04-07,0,0,1,,,8
count_pre_imd,2000-04-01,2000-04-07,0,0,3,,,7
count_pre_imd,2000-04-01,2000-04-07,0,0,2,,,6
count_pre,2000-04-08,2000-04-14,0,0,89,,,
count_pre_prior,2000-04-08,2000-04-14,0,0,27,T,,
count_pre_prior,2000-04-08,2000-04-14,0,0,62,F,,
count_pre_age,2000-04-08,2000-04-14,0,0,11,,40-49,
count_pre_age,2000-04-08,2000-04-14,0,0,29,,18-39,
count_pre_age,2000-04-08,2000-04-14,0,0,17,,80+,
count_pre_age,2000-04-08,2000-04-14,0,0,5,,70-79,
count_pre_age,2000-04-08,2000-04-14,0,0,10,,60-69,
count_pre_age,2000-04-08,2000-04-14,0,0,17,,50-59,
count_pre_imd,2000-04-08,2000-04-14,0,0,56,,,Unknown
count_pre_imd,2000-04-08,2000-04-14,0,0,4,,,5
count_pre_imd,2000-04-08,2000-04-14,0,0,5,,,2
count_pre_imd,2000-04-08,2000-04-14,0,0,3,,,1 (most deprived)
count_pre_imd,2000-04-08,2000-04-14,0,0,4,,,9
count_pre_imd,2000-04-08,2000-04-14,0,0,3,,,3
count_pre_imd,2000-04-08,2000-04-14,0,0,2,,,10 (least deprived)
count_pre_imd,2000-04-08,2000-04-14,0,0,6,,,4
count_pre_imd,2000-04-08,2000-04-14,0,0,1,,,8
count_pre_imd,2000-04-08,2000-04-14,0,0,3,,,7
count_pre_imd,2000-04-08,2000-04-14,0,0,2,,,6
count_pre,2000-04-15,2000-04-21,0,0,89,,,
count_pre_prior,2000-04-15,2000-04-21,0,0,27,T,,
count_pre_prior,2000-04-15,2000-04-21,0,0,62,F,,
count_pre_age,2000-04-15,2000-04-21,0,0,11,,40-49,
count_pre_age,2000-04-15,2000-04-21,0,0,29,,18-39,
count_pre_age,2000-04-15,2000-04-21,0,0,17,,80+,
count_pre_age,2000-04-15,2000-04-21,0,0,5,,70-79,
count_pre_age,2000-04-15,2000-04-21,0,0,10,,60-69,
count_pre_age,2000-04-15,2000-04-21,0,0,17,,50-59,
count_pre_imd,2000-04-15,2000-04-21,0,0,56,,,Unknown
count_pre_imd,2000-04-15,2000-04-21,0,0,4,,,5
count_pre_imd,2000-04-15,2000-04-21,0,0,5,,,2
count_pre_imd,2000-04-15,2000-04-21,0,0,3,,,1 (most deprived)
count_pre_imd,2000-04-15,2000-04-21,0,0,4,,,9
count_pre_imd,2000-04-15,2000-04-21,0,0,3,,,3
count_pre_imd,2000-04-15,2000-04-21,0,0,2,,,10 (least deprived)
count_pre_imd,2000-04-15,2000-04-21,0,0,6,,,4
count_pre_imd,2000-04-15,2000-04-21,0,0,1,,,8
count_pre_imd,2000-04-15,2000-04-21,0,0,3,,,7
count_pre_imd,2000-04-15,2000-04-21,0,0,2,,,6
count_pre,2000-04-22,2000-04-28,0,0,89,,,
count_pre_prior,2000-04-22,2000-04-28,0,0,27,T,,
count_pre_prior,2000-04-22,2000-04-28,0,0,62,F,,
count_pre_age,2000-04-22,2000-04-28,0,0,11,,40-49,
count_pre_age,2000-04-22,2000-04-28,0,0,29,,18-39,
count_pre_age,2000-04-22,2000-04-28,0,0,17,,80+,
count_pre_age,2000-04-22,2000-04-28,0,0,5,,70-79,
count_pre_age,2000-04-22,2000-04-28,0,0,10,,60-69,
count_pre_age,2000-04-22,2000-04-28,0,0,17,,50-59,
count_pre_imd,2000-04-22,2000-04-28,0,0,56,,,Unknown
count_pre_imd,2000-04-22,2000-04-28,0,0,4,,,5
count_pre_imd,2000-04-22,2000-04-28,0,0,5,,,2
count_pre_imd,2000-04-22,2000-04-28,0,0,3,,,1 (most deprived)
count_pre_imd,2000-04-22,2000-04-28,0,0,4,,,9
count_pre_imd,2000-04-22,2000-04-28,0,0,3,,,3
count_pre_imd,2000-04-22,2000-04-28,0,0,2,,,10 (least deprived)
count_pre_imd,2000-04-22,2000-04-28,0,0,6,,,4
count_pre_imd,2000-04-22,2000-04-28,0,0,1,,,8
count_pre_imd,2000-04-22,2000-04-28,0,0,3,,,7
count_pre_imd,2000-04-22,2000-04-28,0,0,2,,,6
count_pre,2000-04-29,2000-05-05,0,0,89,,,
count_pre_prior,2000-04-29,2000-05-05,0,0,27,T,,
count_pre_prior,2000-04-29,2000-05-05,0,0,62,F,,
count_pre_age,2000-04-29,2000-05-05,0,0,11,,40-49,
count_pre_age,2000-04-29,2000-05-05,0,0,29,,18-39,
count_pre_age,2000-04-29,2000-05-05,0,0,17,,80+,
count_pre_age,2000-04-29,2000-05-05,0,0,5,,70-79,
count_pre_age,2000-04-29,2000-05-05,0,0,10,,60-69,
count_pre_age,2000-04-29,2000-05-05,0,0,17,,50-59,
count_pre_imd,2000-04-29,2000-05-05,0,0,56,,,Unknown
count_pre_imd,2000-04-29,2000-05-05,0,0,4,,,5
count_pre_imd,2000-04-29,2000-05-05,0,0,5,,,2
count_pre_imd,2000-04-29,2000-05-05,0,0,3,,,1 (most deprived)
count_pre_imd,2000-04-29,2000-05-05,0,0,4,,,9
count_pre_imd,2000-04-29,2000-05-05,0,0,3,,,3
count_pre_imd,2000-04-29,2000-05-05,0,0,2,,,10 (least deprived)
count_pre_imd,2000-04-29,2000-05-05,0,0,6,,,4
count_pre_imd,2000-04-29,2000-05-05,0,0,1,,,8
count_pre_imd,2000-04-29,2000-05-05,0,0,3,,,7
count_pre_imd,2000-04-29,2000-05-05,0,0,2,,,6
count_pre,2000-05-06,2000-05-12,0,0,89,,,
count_pre_prior,2000-05-06,2000-05-12,0,0,27,T,,
count_pre_prior,2000-05-06,2000-05-12,0,0,62,F,,
count_pre_age,2000-05-06,2000-05-12,0,0,11,,40-49,
count_pre_age,2000-05-06,2000-05-12,0,0,29,,18-39,
count_pre_age,2000-05-06,2000-05-12,0,0,17,,80+,
count_pre_age,2000-05-06,2000-05-12,0,0,5,,70-79,
count_pre_age,2000-05-06,2000-05-12,0,0,10,,60-69,
count_pre_age,2000-05-06,2000-05-12,0,0,17,,50-59,
count_pre_imd,2000-05-06,2000-05-12,0,0,56,,,Unknown
count_pre_imd,2000-05-06,2000-05-12,0,0,4,,,5
count_pre_imd,2000-05-06,2000-05-12,0,0,5,,,2
count_pre_imd,2000-05-06,2000-05-12,0,0,3,,,1 (most deprived)
count_pre_imd,2000-05-06,2000-05-12,0,0,4,,,9
count_pre_imd,2000-05-06,2000-05-12,0,0,3,,,3
count_pre_imd,2000-05-06,2000-05-12,0,0,2,,,10 (least deprived)
count_pre_imd,2000-05-06,2000-05-12,0,0,6,,,4
count_pre_imd,2000-05-06,2000-05-12,0,0,1,,,8
count_pre_imd,2000-05-06,2000-05-12,0,0,3,,,7
count_pre_imd,2000-05-06,2000-05-12,0,0,2,,,6
count_pre,2000-05-13,2000-05-19,0,0,89,,,
count_pre_prior,2000-05-13,2000-05-19,0,0,27,T,,
count_pre_prior,2000-05-13,2000-05-19,0,0,62,F,,
count_pre_age,2000-05-13,2000-05-19,0,0,11,,40-49,
count_pre_age,2000-05-13,2000-05-19,0,0,29,,18-39,
count_pre_age,2000-05-13,2000-05-19,0,0,17,,80+,
count_pre_age,2000-05-13,2000-05-19,0,0,5,,70-79,
count_pre_age,2000-05-13,2000-05-19,0,0,10,,60-69,
count_pre_age,2000-05-13,2000-05-19,0,0,17,,50-59,
count_pre_imd,2000-05-13,2000-05-19,0,0,56,,,Unknown
count_pre_imd,2000-05-13,2000-05-19,0,0,4,,,5
count_pre_imd,2000-05-13,2000-05-19,0,0,5,,,2
count_pre_imd,2000-05-13,2000-05-19,0,0,3,,,1 (most deprived)
count_pre_imd,2000-05-13,2000-05-19,0,0,4,,,9
count_pre_imd,2000-05-13,2000-05-19,0,0,3,,,3
count_pre_imd,2000-05-13,2000-05-19,0,0,2,,,10 (least deprived)
count_pre_imd,2000-05-13,2000-05-19,0,0,6,,,4
count_pre_imd,2000-05-13,2000-05-19,0,0,1,,,8
count_pre_imd,2000-05-13,2000-05-19,0,0,3,,,7
count_pre_imd,2000-05-13,2000-05-19,0,0,2,,,6
count_pre,2000-05-20,2000-05-26,0,0,89,,,
count_pre_prior,2000-05-20,2000-05-26,0,0,27,T,,
count_pre_prior,2000-05-20,2000-05-26,0,0,62,F,,
count_pre_age,2000-05-20,2000-05-26,0,0,11,,40-49,
count_pre_age,2000-05-20,2000-05-26,0,0,29,,18-39,
count_pre_age,2000-05-20,2000-05-26,0,0,17,,80+,
count_pre_age,2000-05-20,2000-05-26,0,0,5,,70-79,
count_pre_age,2000-05-20,2000-05-26,0,0,10,,60-69,
count_pre_age,2000-05-20,2000-05-26,0,0,17,,50-59,
count_pre_imd,2000-05-20,2000-05-26,0,0,56,,,Unknown
count_pre_imd,2000-05-20,2000-05-26,0,0,4,,,5
count_pre_imd,2000-05-20,2000-05-26,0,0,5,,,2
count_pre_imd,2000-05-20,2000-05-26,0,0,3,,,1 (most deprived)
count_pre_imd,2000-05-20,2000-05-26,0,0,4,,,9
count_pre_imd,2000-05-20,2000-05-26,0,0,3,,,3
count_pre_imd,2000-05-20,2000-05-26,0,0,2,,,10 (least deprived)
count_pre_imd,2000-05-20,2000-05-26,0,0,6,,,4
count_pre_imd,2000-05-20,2000-05-26,0,0,1,,,8
count_pre_imd,2000-05-20,2000-05-26,0,0,3,,,7
count_pre_imd,2000-05-20,2000-05-26,0,0,2,,,6
count_pre,2000-05-27,2000-06-02,0,0,89,,,
count_pre_prior,2000-05-27,2000-06-02,0,0,27,T,,
count_pre_prior,2000-05-27,2000-06-02,0,0,62,F,,
count_pre_age,2000-05-27,2000-06-02,0,0,11,,40-49,
count_pre_age,2000-05-27,2000-06-02,0,0,29,,18-39,
count_pre_age,2000-05-27,2000-06-02,0,0,17,,80+,
count_pre_age,2000-05-27,2000-06-02,0,0,5,,70-79,
count_pre_age,2000-05-27,2000-06-02,0,0,10,,60-69,
count_pre_age,2000-05-27,2000-06-02,0,0,17,,50-59,
count_pre_imd,2000-05-27,2000-06-02,0,0,56,,,Unknown
count_pre_imd,2000-05-27,2000-06-02,0,0,4,,,5
count_pre_imd,2000-05-27,2000-06-02,0,0,5,,,2
count_pre_imd,2000-05-27,2000-06-02,0,0,3,,,1 (most deprived)
count_pre_imd,2000-05-27,2000-06-02,0,0,4,,,9
count_pre_imd,2000-05-27,2000-06-02,0,0,3,,,3
count_pre_imd,2000-05-27,2000-06-02,0,0,2,,,10 (least deprived)
count_pre_imd,2000-05-27,2000-06-02,0,0,6,,,4
count_pre_imd,2000-05-27,2000-06-02,0,0,1,,,8
count_pre_imd,2000-05-27,2000-06-02,0,0,3,,,7
count_pre_imd,2000-05-27,2000-06-02,0,0,2,,,6
count_pre,2000-06-03,2000-06-09,0.011235955,1,89,,,
count_pre_prior,2000-06-03,2000-06-09,0.037037037,1,27,T,,
count_pre_prior,2000-06-03,2000-06-09,0,0,62,F,,
count_pre_age,2000-06-03,2000-06-09,0,0,11,,40-49,
count_pre_age,2000-06-03,2000-06-09,0,0,29,,18-39,
count_pre_age,2000-06-03,2000-06-09,0.058823529,1,17,,80+,
count_pre_age,2000-06-03,2000-06-09,0,0,5,,70-79,
count_pre_age,2000-06-03,2000-06-09,0,0,10,,60-69,
count_pre_age,2000-06-03,2000-06-09,0,0,17,,50-59,
count_pre_imd,2000-06-03,2000-06-09,0.017857143,1,56,,,Unknown
count_pre_imd,2000-06-03,2000-06-09,0,0,4,,,5
count_pre_imd,2000-06-03,2000-06-09,0,0,5,,,2
count_pre_imd,2000-06-03,2000-06-09,0,0,3,,,1 (most deprived)
count_pre_imd,2000-06-03,2000-06-09,0,0,4,,,9
count_pre_imd,2000-06-03,2000-06-09,0,0,3,,,3
count_pre_imd,2000-06-03,2000-06-09,0,0,2,,,10 (least deprived)
count_pre_imd,2000-06-03,2000-06-09,0,0,6,,,4
count_pre_imd,2000-06-03,2000-06-09,0,0,1,,,8
count_pre_imd,2000-06-03,2000-06-09,0,0,3,,,7
count_pre_imd,2000-06-03,2000-06-09,0,0,2,,,6
count_pre,2000-06-10,2000-06-16,0.011235955,1,89,,,
count_pre_prior,2000-06-10,2000-06-16,0.037037037,1,27,T,,
count_pre_prior,2000-06-10,2000-06-16,0,0,62,F,,
count_pre_age,2000-06-10,2000-06-16,0,0,11,,40-49,
count_pre_age,2000-06-10,2000-06-16,0,0,29,,18-39,
count_pre_age,2000-06-10,2000-06-16,0,0,17,,80+,
count_pre_age,2000-06-10,2000-06-16,0.2,1,5,,70-79,
count_pre_age,2000-06-10,2000-06-16,0,0,10,,60-69,
count_pre_age,2000-06-10,2000-06-16,0,0,17,,50-59,
count_pre_imd,2000-06-10,2000-06-16,0,0,56,,,Unknown
count_pre_imd,2000-06-10,2000-06-16,0,0,4,,,5
count_pre_imd,2000-06-10,2000-06-16,0,0,5,,,2
count_pre_imd,2000-06-10,2000-06-16,0,0,3,,,1 (most deprived)
count_pre_imd,2000-06-10,2000-06-16,0,0,4,,,9
count_pre_imd,2000-06-10,2000-06-16,0,0,3,,,3
count_pre_imd,2000-06-10,2000-06-16,0,0,2,,,10 (least deprived)
count_pre_imd,2000-06-10,2000-06-16,0.166666667,1,6,,,4
count_pre_imd,2000-06-10,2000-06-16,0,0,1,,,8
count_pre_imd,2000-06-10,2000-06-16,0,0,3,,,7
count_pre_imd,2000-06-10,2000-06-16,0,0,2,,,6
count_pre,2000-06-17,2000-06-23,0,0,89,,,
count_pre_prior,2000-06-17,2000-06-23,0,0,27,T,,
count_pre_prior,2000-06-17,2000-06-23,0,0,62,F,,
count_pre_age,2000-06-17,2000-06-23,0,0,11,,40-49,
count_pre_age,2000-06-17,2000-06-23,0,0,29,,18-39,
count_pre_age,2000-06-17,2000-06-23,0,0,17,,80+,
count_pre_age,2000-06-17,2000-06-23,0,0,5,,70-79,
count_pre_age,2000-06-17,2000-06-23,0,0,10,,60-69,
count_pre_age,2000-06-17,2000-06-23,0,0,17,,50-59,
count_pre_imd,2000-06-17,2000-06-23,0,0,56,,,Unknown
count_pre_imd,2000-06-17,2000-06-23,0,0,4,,,5
count_pre_imd,2000-06-17,2000-06-23,0,0,5,,,2
count_pre_imd,2000-06-17,2000-06-23,0,0,3,,,1 (most deprived)
count_pre_imd,2000-06-17,2000-06-23,0,0,4,,,9
count_pre_imd,2000-06-17,2000-06-23,0,0,3,,,3
count_pre_imd,2000-06-17,2000-06-23,0,0,2,,,10 (least deprived)
count_pre_imd,2000-06-17,2000-06-23,0,0,6,,,4
count_pre_imd,2000-06-17,2000-06-23,0,0,1,,,8
count_pre_imd,2000-06-17,2000-06-23,0,0,3,,,7
count_pre_imd,2000-06-17,2000-06-23,0,0,2,,,6
count_pre,2000-06-24,2000-06-30,0.011235955,1,89,,,
count_pre_prior,2000-06-24,2000-06-30,0.037037037,1,27,T,,
count_pre_prior,2000-06-24,2000-06-30,0,0,62,F,,
count_pre_age,2000-06-24,2000-06-30,0,0,11,,40-49,
count_pre_age,2000-06-24,2000-06-30,0,0,29,,18-39,
count_pre_age,2000-06-24,2000-06-30,0.058823529,1,17,,80+,
count_pre_age,2000-06-24,2000-06-30,0,0,5,,70-79,
count_pre_age,2000-06-24,2000-06-30,0,0,10,,60-69,
count_pre_age,2000-06-24,2000-06-30,0,0,17,,50-59,
count_pre_imd,2000-06-24,2000-06-30,0,0,56,,,Unknown
count_pre_imd,2000-06-24,2000-06-30,0,0,4,,,5
count_pre_imd,2000-06-24,2000-06-30,0,0,5,,,2
count_pre_imd,2000-06-24,2000-06-30,0,0,3,,,1 (most deprived)
count_pre_imd,2000-06-24,2000-06-30,0,0,4,,,9
count_pre_imd,2000-06-24,2000-06-30,0,0,3,,,3
count_pre_imd,2000-06-24,2000-06-30,0,0,2,,,10 (least deprived)
count_pre_imd,2000-06-24,2000-06-30,0.166666667,1,6,,,4
count_pre_imd,2000-06-24,2000-06-30,0,0,1,,,8
count_pre_imd,2000-06-24,2000-06-30,0,0,3,,,7
count_pre_imd,2000-06-24,2000-06-30,0,0,2,,,6
